line_id,date,total_revenue_egp,total_trips,total_passengers
Line3,2024-01-03,342736,988,28231
Line3,2024-01-04,299190,979,25371
Line3,2024-01-05,185334,609,15332
Line3,2024-01-06,191685,625,15649
Line3,2024-01-07,88241,294,7296
Line3,2024-01-08,305180,998,25050
Line3,2024-01-09,327020,1006,27079
Line3,2024-01-10,342703,1050,27843
Line3,2024-01-11,330748,1003,27102
Line3,2024-01-12,206754,601,16601
Line3,2024-01-13,183394,599,14936
Line3,2024-01-14,183245,583,15135
Line3,2024-01-15,218147,678,17537
Line3,2024-01-16,224789,704,18409
Line3,2024-01-17,213258,678,17426
Line3,2024-01-18,213994,654,17552
Line3,2024-01-19,212600,677,17456
Line3,2024-01-20,214978,688,17648
Line3,2024-01-21,222412,705,18387
Line3,2024-01-22,220084,686,18026
Line3,2024-01-23,195571,664,15952
Line3,2024-01-24,200376,639,16238
Line3,2024-01-25,106137,335,8651
Line3,2024-01-26,192594,668,16088
Line3,2024-01-27,203689,649,16716
Line3,2024-01-28,226404,693,18411
Line3,2024-01-29,230066,717,18445
Line3,2024-01-30,237349,751,19376
Line3,2024-01-31,242632,724,20173
Line3,2024-02-01,206923,667,16898
Line3,2024-02-02,235515,698,19113
Line3,2024-02-03,214154,690,17564
Line3,2024-02-04,217577,722,17682
Line3,2024-02-05,205439,694,16653
Line3,2024-02-06,216135,694,17573
Line3,2024-02-07,228118,710,19008
Line3,2024-02-08,200166,652,16861
Line3,2024-02-09,231970,736,19246
Line3,2024-02-10,203618,673,16287
Line3,2024-02-11,183599,653,15471
Line3,2024-02-12,313129,996,26322
Line3,2024-02-13,316732,954,26107
Line3,2024-02-14,300030,944,24861
Line3,2024-02-15,354206,1041,28369
Line3,2024-02-16,178075,590,14531
Line3,2024-02-17,188203,586,15630
Line3,2024-02-18,182034,577,15093
Line3,2024-02-19,295608,970,24029
Line3,2024-02-20,331638,992,27118
Line3,2024-02-21,321732,986,25936
Line3,2024-02-22,288199,940,23829
Line3,2024-02-23,188317,583,15443
Line3,2024-02-24,187437,586,15570
Line3,2024-02-25,187737,582,15292
Line3,2024-02-26,308715,990,25354
Line3,2024-02-27,307878,984,25217
Line3,2024-02-28,339478,1010,27341
Line3,2024-02-29,308605,1000,25023
Line3,2024-03-01,180035,580,14576
Line3,2024-03-02,185056,574,15081
Line3,2024-03-03,152822,537,12915
Line3,2024-03-04,313076,955,25819
Line3,2024-03-05,301963,1005,24934
Line3,2024-03-06,323881,993,26241
Line3,2024-03-07,324282,999,26706
Line3,2024-03-08,226643,685,18616
Line3,2024-03-09,177691,572,14417
Line3,2024-03-10,200693,639,16359
Line3,2024-03-11,317562,961,25866
Line3,2024-03-12,341021,1060,27800
Line3,2024-03-13,298738,997,24619
Line3,2024-03-14,299502,974,24598
Line3,2024-03-15,174148,547,14183
Line3,2024-03-16,193309,593,15831
Line3,2024-03-17,180291,557,14739
Line3,2024-03-18,330980,986,26954
Line3,2024-03-19,322693,1004,26661
Line3,2024-03-20,310074,1011,25944
Line3,2024-03-21,309639,994,25546
Line3,2024-03-22,189348,603,15784
Line3,2024-03-23,201875,624,16274
Line3,2024-03-24,198787,610,16365
Line3,2024-03-25,323759,1008,26585
Line3,2024-03-26,311190,986,25209
Line3,2024-03-27,338540,1027,28141
Line3,2024-03-28,280840,970,22949
Line3,2024-03-29,162413,533,13050
Line3,2024-03-30,205789,630,16431
Line3,2024-03-31,185263,572,14814
Line3,2024-04-01,334531,1018,27311
Line3,2024-04-02,290271,969,23896
Line3,2024-04-03,289175,961,24088
Line3,2024-04-04,318737,983,26225
Line3,2024-04-05,190624,613,15642
Line3,2024-04-06,194265,579,15854
Line3,2024-04-07,203824,607,16427
Line3,2024-04-08,312742,975,26109
Line3,2024-04-09,93275,334,7812
Line3,2024-04-10,100452,323,8098
Line3,2024-04-11,100626,307,8339
Line3,2024-04-12,184312,611,15275
Line3,2024-04-13,186788,595,15067
Line3,2024-04-14,181634,593,14877
Line3,2024-04-15,274691,937,22812
Line3,2024-04-16,310720,1008,25579
Line3,2024-04-17,309311,992,25526
Line3,2024-04-18,329318,995,26773
Line3,2024-04-19,202263,580,16025
Line3,2024-04-20,192988,584,16231
Line3,2024-04-21,180646,578,14928
Line3,2024-04-22,296871,963,24419
Line3,2024-04-23,309354,991,26088
Line3,2024-04-24,291887,908,23583
Line3,2024-04-25,79436,264,6776
Line3,2024-04-26,193477,603,15553
Line3,2024-04-27,192967,620,16077
Line3,2024-04-28,189810,573,15185
Line3,2024-04-29,307697,959,25371
Line3,2024-04-30,288149,964,23597
Line3,2024-05-01,101110,305,8094
Line3,2024-05-02,298688,961,24489
Line3,2024-05-03,201578,610,16347
Line3,2024-05-04,186011,592,15179
Line3,2024-05-05,105806,325,8388
Line3,2024-05-06,89662,262,7390
Line3,2024-05-07,306831,971,25290
Line3,2024-05-08,304630,974,25428
Line3,2024-05-09,318823,992,26020
Line3,2024-05-10,191223,610,15661
Line3,2024-05-11,186753,611,15367
Line3,2024-05-12,198440,608,16412
Line3,2024-05-13,332776,1023,27093
Line3,2024-05-14,317832,956,25899
Line3,2024-05-15,325775,988,26761
Line3,2024-05-16,308511,963,25531
Line3,2024-05-17,199900,595,16293
Line3,2024-05-18,205104,625,16734
Line3,2024-05-19,197369,593,15642
Line3,2024-05-20,309440,964,25527
Line3,2024-05-21,306462,990,25504
Line3,2024-05-22,304337,927,24734
Line3,2024-05-23,309129,1022,25294
Line3,2024-05-24,209020,645,17048
Line3,2024-05-25,191126,605,15842
Line3,2024-05-26,171175,561,13689
Line3,2024-05-27,331277,1022,27484
Line3,2024-05-28,320316,975,25798
Line3,2024-05-29,301434,964,24994
Line3,2024-05-30,347941,1044,28328
Line3,2024-05-31,167995,569,13921
Line3,2024-06-01,188682,655,15995
Line3,2024-06-02,211421,688,17864
Line3,2024-06-03,239449,714,19255
Line3,2024-06-04,228141,702,18623
Line3,2024-06-05,210756,665,17068
Line3,2024-06-06,254690,733,20298
Line3,2024-06-07,222458,714,18061
Line3,2024-06-08,234474,658,18722
Line3,2024-06-09,235315,702,19061
Line3,2024-06-10,219338,714,17835
Line3,2024-06-11,197388,680,16219
Line3,2024-06-12,200745,684,16378
Line3,2024-06-13,220026,708,17790
Line3,2024-06-14,206422,695,17050
Line3,2024-06-15,91743,303,7442
Line3,2024-06-16,87189,294,7195
Line3,2024-06-17,98378,292,8001
Line3,2024-06-18,90998,292,7609
Line3,2024-06-19,98883,304,8249
Line3,2024-06-20,214476,662,17658
Line3,2024-06-21,205442,643,16671
Line3,2024-06-22,212231,704,17395
Line3,2024-06-23,198128,649,16307
Line3,2024-06-24,198534,669,16578
Line3,2024-06-25,222792,714,18296
Line3,2024-06-26,245907,715,19792
Line3,2024-06-27,223254,681,17762
Line3,2024-06-28,221796,682,18175
Line3,2024-06-29,251862,739,20754
Line3,2024-06-30,225443,710,18407
Line3,2024-07-01,215444,682,17725
Line3,2024-07-02,210499,674,17663
Line3,2024-07-03,213711,630,17665
Line3,2024-07-04,227859,701,18901
Line3,2024-07-05,222643,696,17763
Line3,2024-07-06,233577,670,18607
Line3,2024-07-07,94141,290,7215
Line3,2024-07-08,218267,652,17324
Line3,2024-07-09,216883,686,17667
Line3,2024-07-10,230484,736,18809
Line3,2024-07-11,221458,683,18421
Line3,2024-07-12,180700,627,14786
Line3,2024-07-13,206544,688,16634
Line3,2024-07-14,213128,690,17331
Line3,2024-07-15,211478,635,17762
Line3,2024-07-16,225974,701,18519
Line3,2024-07-17,214178,683,17617
Line3,2024-07-18,206419,674,17093
Line3,2024-07-19,197452,664,16395
Line3,2024-07-20,233375,686,18933
Line3,2024-07-21,225092,683,18754
Line3,2024-07-22,219484,713,18034
Line3,2024-07-23,89854,289,7312
Line3,2024-07-24,229980,706,18831
Line3,2024-07-25,214176,676,17681
Line3,2024-07-26,219408,695,18344
Line3,2024-07-27,220868,707,18284
Line3,2024-07-28,192318,626,15742
Line3,2024-07-29,222737,672,18087
Line3,2024-07-30,237750,708,18912
Line3,2024-07-31,224411,704,18155
Line3,2024-08-01,217554,687,17453
Line3,2024-08-02,251018,741,20318
Line3,2024-08-03,209737,661,16835
Line3,2024-08-04,222376,663,18002
Line3,2024-08-05,198512,648,16145
Line3,2024-08-06,227869,712,18656
Line3,2024-08-07,209538,626,17195
Line3,2024-08-08,207324,668,17257
Line3,2024-08-09,243775,708,19752
Line3,2024-08-10,230241,712,19079
Line3,2024-08-11,211177,673,17254
Line3,2024-08-12,220649,689,18108
Line3,2024-08-13,219060,689,17966
Line3,2024-08-14,226588,734,18733
Line3,2024-08-15,244927,777,20356
Line3,2024-08-16,214060,717,17669
Line3,2024-08-17,206784,669,16949
Line3,2024-08-18,237339,748,19425
Line3,2024-08-19,225644,714,18070
Line3,2024-08-20,191796,665,16071
Line3,2024-08-21,205645,661,16978
Line3,2024-08-22,242913,723,19413
Line3,2024-08-23,206007,663,17136
Line3,2024-08-24,233864,726,18871
Line3,2024-08-25,216410,701,17362
Line3,2024-08-26,222842,653,17870
Line3,2024-08-27,203009,675,17124
Line3,2024-08-28,234263,732,19187
Line3,2024-08-29,208438,687,17159
Line3,2024-08-30,236620,693,19363
Line3,2024-08-31,220521,703,18091
Line3,2024-09-01,225407,679,18297
Line3,2024-09-02,219352,683,17659
Line3,2024-09-03,200710,654,16780
Line3,2024-09-04,216637,642,17552
Line3,2024-09-05,216011,688,17761
Line3,2024-09-06,217993,655,17584
Line3,2024-09-07,211703,677,17403
Line3,2024-09-08,210777,678,17195
Line3,2024-09-09,228698,699,18879
Line3,2024-09-10,225338,723,18412
Line3,2024-09-11,246360,739,19624
Line3,2024-09-12,216322,696,17826
Line3,2024-09-13,216562,664,17465
Line3,2024-09-14,237073,736,19637
Line3,2024-09-15,88676,304,7535
Line3,2024-09-16,319624,980,26139
Line3,2024-09-17,311019,980,25613
Line3,2024-09-18,308973,963,24848
Line3,2024-09-19,310442,974,25757
Line3,2024-09-20,188281,595,15362
Line3,2024-09-21,184757,571,15093
Line3,2024-09-22,188638,594,15570
Line3,2024-09-23,308088,943,25042
Line3,2024-09-24,285409,953,23815
Line3,2024-09-25,306369,1008,24679
Line3,2024-09-26,318912,997,25833
Line3,2024-09-27,182526,584,15097
Line3,2024-09-28,200787,601,16333
Line3,2024-09-29,187469,576,15415
Line3,2024-09-30,314205,991,25346
Line3,2024-10-01,349253,997,27860
Line3,2024-10-02,294564,966,24076
Line3,2024-10-03,308401,951,25339
Line3,2024-10-04,189109,603,15706
Line3,2024-10-05,197059,584,16064
Line3,2024-10-06,181272,596,14837
Line3,2024-10-07,304010,950,24661
Line3,2024-10-08,301923,954,25065
Line3,2024-10-09,292407,1000,24295
Line3,2024-10-10,317253,982,25791
Line3,2024-10-11,178855,607,14815
Line3,2024-10-12,180532,551,14807
Line3,2024-10-13,171476,579,14242
Line3,2024-10-14,297665,928,24859
Line3,2024-10-15,311233,996,25331
Line3,2024-10-16,328469,1005,27070
Line3,2024-10-17,334790,1037,27685
Line3,2024-10-18,184120,585,15257
Line3,2024-10-19,188526,614,15362
Line3,2024-10-20,171766,582,14237
Line3,2024-10-21,322907,995,26361
Line3,2024-10-22,311839,1008,25296
Line3,2024-10-23,311906,941,25218
Line3,2024-10-24,317697,964,26001
Line3,2024-10-25,193597,615,16169
Line3,2024-10-26,182444,578,15369
Line3,2024-10-27,162478,526,13246
Line3,2024-10-28,296823,1001,24374
Line3,2024-10-29,309149,971,25559
Line3,2024-10-30,293727,970,24431
Line3,2024-10-31,313071,1007,25351
Line3,2024-11-01,185868,606,15455
Line3,2024-11-02,178006,578,14374
Line3,2024-11-03,174127,595,14155
Line3,2024-11-04,331735,1020,27394
Line3,2024-11-05,300788,948,25123
Line3,2024-11-06,316655,986,26259
Line3,2024-11-07,305946,978,25145
Line3,2024-11-08,202693,617,16537
Line3,2024-11-09,178820,609,14842
Line3,2024-11-10,174749,588,14182
Line3,2024-11-11,297872,976,24679
Line3,2024-11-12,326025,991,26520
Line3,2024-11-13,326089,979,26688
Line3,2024-11-14,280940,953,22602
Line3,2024-11-15,173636,565,14287
Line3,2024-11-16,192801,614,15922
Line3,2024-11-17,187962,591,15435
Line3,2024-11-18,327238,1027,26524
Line3,2024-11-19,288393,951,23735
Line3,2024-11-20,305575,981,25080
Line3,2024-11-21,311669,974,24995
Line3,2024-11-22,186087,595,15182
Line3,2024-11-23,183159,610,15471
Line3,2024-11-24,180384,585,14611
Line3,2024-11-25,293612,953,24533
Line3,2024-11-26,324701,1013,26526
Line3,2024-11-27,322905,1002,26229
Line3,2024-11-28,309233,1022,25554
Line3,2024-11-29,165634,566,13416
Line3,2024-11-30,202647,609,16659
Line3,2024-12-01,196669,634,16353
Line3,2024-12-02,309055,978,25606
Line3,2024-12-03,274732,977,23030
Line3,2024-12-04,310215,1012,25666
Line3,2024-12-05,322628,970,26264
Line3,2024-12-06,182043,555,14809
Line3,2024-12-07,192342,608,16160
Line3,2024-12-08,185546,565,14956
Line3,2024-12-09,323706,1034,26083
Line3,2024-12-10,296718,943,24532
Line3,2024-12-11,299854,962,25153
Line3,2024-12-12,287126,924,22658
Line3,2024-12-13,196763,613,15839
Line3,2024-12-14,167204,595,14186
Line3,2024-12-15,194265,562,15904
Line3,2024-12-16,321363,927,26550
Line3,2024-12-17,298064,933,23901
Line3,2024-12-18,316185,1000,25446
Line3,2024-12-19,279083,961,23070
Line3,2024-12-20,191811,599,15970
Line3,2024-12-21,194615,588,15939
Line3,2024-12-22,170083,580,13875
Line3,2024-12-23,295360,983,24636
Line3,2024-12-24,322202,1043,26227
Line3,2024-12-25,329841,998,27595
Line3,2024-12-26,320956,1041,26978
Line3,2024-12-27,182808,596,14784
Line3,2024-12-28,175506,571,14173
Line3,2024-12-29,190641,591,15463
Line3,2024-12-30,322127,959,25991
Line3,2024-12-31,301664,973,24294
Transfer_Line1/Line2,2024-01-01,16985,57,1333
Transfer_Line1/Line2,2024-01-02,59162,171,4475
Transfer_Line1/Line2,2024-01-03,72604,200,5730
Transfer_Line1/Line2,2024-01-04,63410,183,4738
Transfer_Line1/Line2,2024-01-05,31054,113,2363
Transfer_Line1/Line2,2024-01-06,34917,109,2630
Transfer_Line1/Line2,2024-01-07,16507,53,1363
Transfer_Line1/Line2,2024-01-08,61216,187,4721
Transfer_Line1/Line2,2024-01-09,60280,161,4551
Transfer_Line1/Line2,2024-01-10,61778,193,4788
Transfer_Line1/Line2,2024-01-11,53755,156,3925
Transfer_Line1/Line2,2024-01-12,35197,124,2689
Transfer_Line1/Line2,2024-01-13,38044,122,2866
Transfer_Line1/Line2,2024-01-14,31973,122,2388
Transfer_Line1/Line2,2024-01-15,50301,141,3753
Transfer_Line1/Line2,2024-01-16,39174,128,2958
Transfer_Line1/Line2,2024-01-17,48811,121,3696
Transfer_Line1/Line2,2024-01-18,44638,137,3410
Transfer_Line1/Line2,2024-01-19,46648,152,3585
Transfer_Line1/Line2,2024-01-20,45472,141,3476
Transfer_Line1/Line2,2024-01-21,39157,102,2997
Transfer_Line1/Line2,2024-01-22,44463,130,3427
Transfer_Line1/Line2,2024-01-23,44594,130,3367
Transfer_Line1/Line2,2024-01-24,47135,122,3482
Transfer_Line1/Line2,2024-01-25,16298,57,1185
Transfer_Line1/Line2,2024-01-26,31385,98,2425
Transfer_Line1/Line2,2024-01-27,42975,138,3359
Transfer_Line1/Line2,2024-01-28,32700,107,2476
Transfer_Line1/Line2,2024-01-29,43958,125,3364
Transfer_Line1/Line2,2024-01-30,40747,142,3234
Transfer_Line1/Line2,2024-01-31,46085,131,3383
Transfer_Line1/Line2,2024-02-01,40584,143,3072
Transfer_Line1/Line2,2024-02-02,41937,124,3130
Transfer_Line1/Line2,2024-02-03,40975,121,3004
Transfer_Line1/Line2,2024-02-04,39992,123,3120
Transfer_Line1/Line2,2024-02-05,54974,148,3984
Transfer_Line1/Line2,2024-02-06,45599,133,3313
Transfer_Line1/Line2,2024-02-07,38911,133,2999
Transfer_Line1/Line2,2024-02-08,45421,125,3282
Transfer_Line1/Line2,2024-02-09,44211,131,3206
Transfer_Line1/Line2,2024-02-10,56777,138,4214
Transfer_Line1/Line2,2024-02-11,38663,121,2857
Transfer_Line1/Line2,2024-02-12,69639,196,5404
Transfer_Line1/Line2,2024-02-13,77454,209,5891
Transfer_Line1/Line2,2024-02-14,65075,173,4903
Transfer_Line1/Line2,2024-02-15,74844,205,5531
Transfer_Line1/Line2,2024-02-16,42445,101,3181
Transfer_Line1/Line2,2024-02-17,40576,121,3048
Transfer_Line1/Line2,2024-02-18,27532,86,2182
Transfer_Line1/Line2,2024-02-19,61452,189,4641
Transfer_Line1/Line2,2024-02-20,56845,173,4407
Transfer_Line1/Line2,2024-02-21,75891,207,5762
Transfer_Line1/Line2,2024-02-22,69459,185,5396
Transfer_Line1/Line2,2024-02-23,37983,102,2879
Transfer_Line1/Line2,2024-02-24,38391,106,2924
Transfer_Line1/Line2,2024-02-25,37640,117,2800
Transfer_Line1/Line2,2024-02-26,68542,189,5174
Transfer_Line1/Line2,2024-02-27,55189,173,4244
Transfer_Line1/Line2,2024-02-28,61375,190,4732
Transfer_Line1/Line2,2024-02-29,72610,190,5342
Transfer_Line1/Line2,2024-03-01,31221,95,2351
Transfer_Line1/Line2,2024-03-02,28140,100,2215
Transfer_Line1/Line2,2024-03-03,33735,96,2569
Transfer_Line1/Line2,2024-03-04,71651,217,5772
Transfer_Line1/Line2,2024-03-05,58100,186,4500
Transfer_Line1/Line2,2024-03-06,67514,189,5153
Transfer_Line1/Line2,2024-03-07,60578,185,4585
Transfer_Line1/Line2,2024-03-08,35674,123,2758
Transfer_Line1/Line2,2024-03-09,39973,112,3005
Transfer_Line1/Line2,2024-03-10,38038,110,2888
Transfer_Line1/Line2,2024-03-11,66933,202,4961
Transfer_Line1/Line2,2024-03-12,53264,164,4033
Transfer_Line1/Line2,2024-03-13,66455,173,5064
Transfer_Line1/Line2,2024-03-14,60268,181,4491
Transfer_Line1/Line2,2024-03-15,34505,111,2641
Transfer_Line1/Line2,2024-03-16,40092,118,3028
Transfer_Line1/Line2,2024-03-17,38415,113,3026
Transfer_Line1/Line2,2024-03-18,65116,187,4923
Transfer_Line1/Line2,2024-03-19,60763,166,4515
Transfer_Line1/Line2,2024-03-20,60135,184,4466
Transfer_Line1/Line2,2024-03-21,47107,158,3731
Transfer_Line1/Line2,2024-03-22,41603,136,3185
Transfer_Line1/Line2,2024-03-23,28884,106,2226
Transfer_Line1/Line2,2024-03-24,37517,115,2904
Transfer_Line1/Line2,2024-03-25,65598,183,4990
Transfer_Line1/Line2,2024-03-26,72476,215,5463
Transfer_Line1/Line2,2024-03-27,60598,175,4578
Transfer_Line1/Line2,2024-03-28,66365,187,4787
Transfer_Line1/Line2,2024-03-29,36375,113,2865
Transfer_Line1/Line2,2024-03-30,35086,107,2756
Transfer_Line1/Line2,2024-03-31,38700,110,2946
Transfer_Line1/Line2,2024-04-01,54744,165,4131
Transfer_Line1/Line2,2024-04-02,64894,191,5098
Transfer_Line1/Line2,2024-04-03,59155,194,4699
Transfer_Line1/Line2,2024-04-04,75015,189,5624
Transfer_Line1/Line2,2024-04-05,35323,97,2668
Transfer_Line1/Line2,2024-04-06,36537,113,2731
Transfer_Line1/Line2,2024-04-07,35807,109,2774
Transfer_Line1/Line2,2024-04-08,61913,177,4714
Transfer_Line1/Line2,2024-04-09,18659,54,1395
Transfer_Line1/Line2,2024-04-10,12643,41,1043
Transfer_Line1/Line2,2024-04-11,19073,57,1455
Transfer_Line1/Line2,2024-04-12,34522,98,2714
Transfer_Line1/Line2,2024-04-13,43328,113,3187
Transfer_Line1/Line2,2024-04-14,38353,117,3020
Transfer_Line1/Line2,2024-04-15,64587,175,5069
Transfer_Line1/Line2,2024-04-16,54868,167,4168
Transfer_Line1/Line2,2024-04-17,66830,192,5012
Transfer_Line1/Line2,2024-04-18,58759,170,4433
Transfer_Line1/Line2,2024-04-19,34195,102,2477
Transfer_Line1/Line2,2024-04-20,32624,100,2483
Transfer_Line1/Line2,2024-04-21,40395,117,3044
Transfer_Line1/Line2,2024-04-22,57353,184,4406
Transfer_Line1/Line2,2024-04-23,81473,223,6243
Transfer_Line1/Line2,2024-04-24,64692,199,4995
Transfer_Line1/Line2,2024-04-25,19631,61,1406
Transfer_Line1/Line2,2024-04-26,41664,118,3158
Transfer_Line1/Line2,2024-04-27,44285,109,3346
Transfer_Line1/Line2,2024-04-28,32316,101,2539
Transfer_Line1/Line2,2024-04-29,64945,194,5081
Transfer_Line1/Line2,2024-04-30,61831,185,4531
Transfer_Line1/Line2,2024-05-01,19327,48,1515
Transfer_Line1/Line2,2024-05-02,59076,174,4464
Transfer_Line1/Line2,2024-05-03,34932,110,2682
Transfer_Line1/Line2,2024-05-04,30106,103,2381
Transfer_Line1/Line2,2024-05-05,17923,51,1430
Transfer_Line1/Line2,2024-05-06,17644,55,1327
Transfer_Line1/Line2,2024-05-07,74401,194,5566
Transfer_Line1/Line2,2024-05-08,68541,181,5342
Transfer_Line1/Line2,2024-05-09,75854,218,5778
Transfer_Line1/Line2,2024-05-10,39375,97,3011
Transfer_Line1/Line2,2024-05-11,41172,115,3238
Transfer_Line1/Line2,2024-05-12,38182,111,2833
Transfer_Line1/Line2,2024-05-13,63257,173,4763
Transfer_Line1/Line2,2024-05-14,71321,206,5331
Transfer_Line1/Line2,2024-05-15,63340,195,4946
Transfer_Line1/Line2,2024-05-16,71204,179,5264
Transfer_Line1/Line2,2024-05-17,38713,112,2811
Transfer_Line1/Line2,2024-05-18,40780,121,3097
Transfer_Line1/Line2,2024-05-19,34019,98,2554
Transfer_Line1/Line2,2024-05-20,61864,173,4651
Transfer_Line1/Line2,2024-05-21,70135,192,5309
Transfer_Line1/Line2,2024-05-22,58312,190,4595
Transfer_Line1/Line2,2024-05-23,68912,208,5147
Transfer_Line1/Line2,2024-05-24,36395,119,2865
Transfer_Line1/Line2,2024-05-25,31710,109,2372
Transfer_Line1/Line2,2024-05-26,42423,125,3313
Transfer_Line1/Line2,2024-05-27,70401,211,5221
Transfer_Line1/Line2,2024-05-28,73030,186,5374
Transfer_Line1/Line2,2024-05-29,62060,196,4730
Transfer_Line1/Line2,2024-05-30,68201,194,5357
Transfer_Line1/Line2,2024-05-31,44628,114,3388
Transfer_Line1/Line2,2024-06-01,39469,117,2923
Transfer_Line1/Line2,2024-06-02,40898,119,3136
Transfer_Line1/Line2,2024-06-03,36445,121,2783
Transfer_Line1/Line2,2024-06-04,45693,128,3473
Transfer_Line1/Line2,2024-06-05,38909,123,2942
Transfer_Line1/Line2,2024-06-06,39931,125,2953
Transfer_Line1/Line2,2024-06-07,46693,127,3500
Transfer_Line1/Line2,2024-06-08,37931,123,2840
Transfer_Line1/Line2,2024-06-09,43229,118,3321
Transfer_Line1/Line2,2024-06-10,41662,124,3014
Transfer_Line1/Line2,2024-06-11,51982,129,3916
Transfer_Line1/Line2,2024-06-12,50157,140,3732
Transfer_Line1/Line2,2024-06-13,50084,131,3792
Transfer_Line1/Line2,2024-06-14,36317,120,2732
Transfer_Line1/Line2,2024-06-15,21197,64,1686
Transfer_Line1/Line2,2024-06-16,16261,61,1317
Transfer_Line1/Line2,2024-06-17,22495,64,1767
Transfer_Line1/Line2,2024-06-18,18592,59,1498
Transfer_Line1/Line2,2024-06-19,16665,55,1338
Transfer_Line1/Line2,2024-06-20,49977,136,3719
Transfer_Line1/Line2,2024-06-21,39408,118,2919
Transfer_Line1/Line2,2024-06-22,39603,126,3063
Transfer_Line1/Line2,2024-06-23,43190,125,3254
Transfer_Line1/Line2,2024-06-24,47914,132,3635
Transfer_Line1/Line2,2024-06-25,48517,166,3602
Transfer_Line1/Line2,2024-06-26,42550,142,3282
Transfer_Line1/Line2,2024-06-27,42520,123,3205
Transfer_Line1/Line2,2024-06-28,43492,126,3147
Transfer_Line1/Line2,2024-06-29,44830,116,3494
Transfer_Line1/Line2,2024-06-30,55368,138,4347
Transfer_Line1/Line2,2024-07-01,52961,152,4061
Transfer_Line1/Line2,2024-07-02,40437,114,3058
Transfer_Line1/Line2,2024-07-03,52148,131,3752
Transfer_Line1/Line2,2024-07-04,34512,123,2711
Transfer_Line1/Line2,2024-07-05,42893,127,3199
Transfer_Line1/Line2,2024-07-06,39479,139,3076
Transfer_Line1/Line2,2024-07-07,26237,70,2044
Transfer_Line1/Line2,2024-07-08,42229,133,3231
Transfer_Line1/Line2,2024-07-09,50500,130,3728
Transfer_Line1/Line2,2024-07-10,50272,153,3945
Transfer_Line1/Line2,2024-07-11,43440,122,3172
Transfer_Line1/Line2,2024-07-12,45401,126,3429
Transfer_Line1/Line2,2024-07-13,42031,125,3146
Transfer_Line1/Line2,2024-07-14,57157,152,4334
Transfer_Line1/Line2,2024-07-15,35215,112,2694
Transfer_Line1/Line2,2024-07-16,48439,129,3570
Transfer_Line1/Line2,2024-07-17,40236,128,3077
Transfer_Line1/Line2,2024-07-18,41061,122,3152
Transfer_Line1/Line2,2024-07-19,41166,119,3112
Transfer_Line1/Line2,2024-07-20,47348,125,3572
Transfer_Line1/Line2,2024-07-21,38901,141,3059
Transfer_Line1/Line2,2024-07-22,32557,111,2540
Transfer_Line1/Line2,2024-07-23,16310,57,1317
Transfer_Line1/Line2,2024-07-24,48002,127,3498
Transfer_Line1/Line2,2024-07-25,48142,145,3758
Transfer_Line1/Line2,2024-07-26,48848,141,3758
Transfer_Line1/Line2,2024-07-27,35734,114,2645
Transfer_Line1/Line2,2024-07-28,53852,151,4027
Transfer_Line1/Line2,2024-07-29,39852,112,3004
Transfer_Line1/Line2,2024-07-30,42308,135,3184
Transfer_Line1/Line2,2024-07-31,40793,133,3187
Transfer_Line1/Line2,2024-08-01,55546,132,4038
Transfer_Line1/Line2,2024-08-02,58251,152,4247
Transfer_Line1/Line2,2024-08-03,50102,141,4020
Transfer_Line1/Line2,2024-08-04,47945,131,3622
Transfer_Line1/Line2,2024-08-05,45955,139,3614
Transfer_Line1/Line2,2024-08-06,46535,136,3361
Transfer_Line1/Line2,2024-08-07,34944,135,2811
Transfer_Line1/Line2,2024-08-08,50059,146,3625
Transfer_Line1/Line2,2024-08-09,38456,119,2980
Transfer_Line1/Line2,2024-08-10,38688,122,2973
Transfer_Line1/Line2,2024-08-11,48420,129,3632
Transfer_Line1/Line2,2024-08-12,40223,128,3233
Transfer_Line1/Line2,2024-08-13,48399,128,3794
Transfer_Line1/Line2,2024-08-14,65789,148,4995
Transfer_Line1/Line2,2024-08-15,39741,135,3029
Transfer_Line1/Line2,2024-08-16,41543,127,3136
Transfer_Line1/Line2,2024-08-17,36006,122,2647
Transfer_Line1/Line2,2024-08-18,36035,109,2842
Transfer_Line1/Line2,2024-08-19,43969,120,3251
Transfer_Line1/Line2,2024-08-20,49594,141,3708
Transfer_Line1/Line2,2024-08-21,44563,130,3448
Transfer_Line1/Line2,2024-08-22,48720,128,3827
Transfer_Line1/Line2,2024-08-23,48068,126,3574
Transfer_Line1/Line2,2024-08-24,41993,142,3284
Transfer_Line1/Line2,2024-08-25,45346,138,3247
Transfer_Line1/Line2,2024-08-26,41715,121,3172
Transfer_Line1/Line2,2024-08-27,38062,121,2959
Transfer_Line1/Line2,2024-08-28,49743,130,3781
Transfer_Line1/Line2,2024-08-29,41501,150,3116
Transfer_Line1/Line2,2024-08-30,44589,137,3301
Transfer_Line1/Line2,2024-08-31,39508,119,3045
Transfer_Line1/Line2,2024-09-01,40737,126,3115
Transfer_Line1/Line2,2024-09-02,51314,136,3816
Transfer_Line1/Line2,2024-09-03,46420,129,3536
Transfer_Line1/Line2,2024-09-04,56049,142,4357
Transfer_Line1/Line2,2024-09-05,41688,123,3102
Transfer_Line1/Line2,2024-09-06,46607,146,3463
