origin_station_id,origin_station_name,origin_line_id,destination_station_id,destination_station_name,destination_line_id,year,month,total_trips,total_passengers,total_revenue_egp,avg_stations_traveled,avg_ticket_price_egp
29,Ain Shams,Line1,67,Bab El Shaaria,Line3,2024,4,29,918,12001,15.5,13.14
33,El Mounib,Line2,4,Wadi Hof,Line1,2024,4,29,774,10439,17.1,13.86
33,El Mounib,Line2,9,Tura El Balad,Line1,2024,4,29,631,8910,17.9,14.41
33,El Mounib,Line2,44,Road El Farag,Line2,2024,4,29,482,5784,11.0,12.0
33,El Mounib,Line2,77,Sadat,Transfer_Line1/Line2,2024,4,29,840,10780,15.2,12.55
33,El Mounib,Line2,80,Nasser,Transfer_Line1/Line3,2024,4,29,797,10246,15.0,12.93
36,Giza,Line2,13,Dar El Salam,Line1,2024,4,29,864,11044,15.8,12.83
36,Giza,Line2,22,Manshiet El Sadr,Line1,2024,4,29,655,9059,15.7,13.38
36,Giza,Line2,51,El Haykestep,Line3,2024,4,29,721,9935,16.9,13.48
36,Giza,Line2,61,Koleyet El Banat,Line3,2024,4,29,566,7491,16.6,13.28
36,Giza,Line2,65,Abdou Pasha,Line3,2024,4,29,825,11466,16.8,13.93
37,Faisal,Line2,8,Kozzika,Line1,2024,4,29,658,9014,16.7,13.45
37,Faisal,Line2,18,Saad Zaghloul,Line1,2024,4,29,767,9847,16.4,13.52
37,Faisal,Line2,27,Helmeyet El Zaitoun,Line1,2024,4,29,566,7113,15.4,12.52
37,Faisal,Line2,61,Koleyet El Banat,Line3,2024,4,29,964,14066,15.8,13.03
37,Faisal,Line2,70,Kit Kat,Line3,2024,4,29,533,6737,15.3,12.86
37,Faisal,Line2,76,Rod El Farag Corridor,Line3,2024,4,29,680,9316,15.5,13.03
37,Faisal,Line2,80,Nasser,Transfer_Line1/Line3,2024,4,29,678,8350,15.9,13.21
38,Cairo University,Line2,6,El Maasara,Line1,2024,4,29,935,12913,15.5,12.93
38,Cairo University,Line2,46,Khalafawy,Line2,2024,4,29,953,7624,8.0,8.0
38,Cairo University,Line2,48,Koliet El Zeraa,Line2,2024,4,29,594,7128,10.0,12.0
38,Cairo University,Line2,69,Safaa Hegazy,Line3,2024,4,29,853,10752,15.9,13.14
40,Dokki,Line2,14,El Zahra,Line1,2024,4,29,796,9950,15.5,12.83
40,Dokki,Line2,18,Saad Zaghloul,Line1,2024,4,29,583,7446,15.4,12.72
40,Dokki,Line2,41,Opera,Line2,2024,4,29,934,7472,1.0,8.0
40,Dokki,Line2,70,Kit Kat,Line3,2024,4,29,568,7284,16.1,13.28
41,Opera,Line2,37,Faisal,Line2,2024,4,29,766,6128,4.0,8.0
41,Opera,Line2,39,El Bohoos,Line2,2024,4,29,751,6008,2.0,8.0
41,Opera,Line2,62,Stadium,Line3,2024,4,29,907,11950,15.7,13.03
44,Road El Farag,Line2,13,Dar El Salam,Line1,2024,4,29,693,8869,16.0,13.41
44,Road El Farag,Line2,24,Hammamat El Qobba,Line1,2024,4,29,817,10016,14.2,12.41
44,Road El Farag,Line2,26,Hadayek El Zaitoun,Line1,2024,4,29,624,8205,16.1,12.97
44,Road El Farag,Line2,27,Helmeyet El Zaitoun,Line1,2024,4,29,763,11547,17.2,13.66
44,Road El Farag,Line2,37,Faisal,Line2,2024,4,29,1074,8592,7.0,8.0
44,Road El Farag,Line2,59,Haroun,Line3,2024,4,29,695,9636,16.6,13.72
44,Road El Farag,Line2,65,Abdou Pasha,Line3,2024,4,29,904,11693,15.8,13.28
44,Road El Farag,Line2,69,Safaa Hegazy,Line3,2024,4,29,547,7325,16.3,13.59
49,Shubra El Kheima,Line2,7,Tura El Asmant,Line1,2024,4,29,974,12216,15.6,12.62
49,Shubra El Kheima,Line2,15,Mar Girgis,Line1,2024,4,29,899,11518,16.9,13.83
49,Shubra El Kheima,Line2,44,Road El Farag,Line2,2024,4,29,725,5800,5.0,8.0
49,Shubra El Kheima,Line2,48,Koliet El Zeraa,Line2,2024,4,29,559,4472,1.0,8.0
49,Shubra El Kheima,Line2,54,Hesham Barakat,Line3,2024,4,29,701,8989,16.0,13.24
49,Shubra El Kheima,Line2,64,Abbassia,Line3,2024,4,29,902,12040,15.2,12.69
49,Shubra El Kheima,Line2,74,El Qawmia,Line3,2024,4,29,761,9149,16.1,12.9
50,Adly Mansour,Line3,19,Orabi,Line1,2024,4,29,616,8685,16.3,13.83
50,Adly Mansour,Line3,36,Giza,Line2,2024,4,29,617,8482,16.3,13.17
50,Adly Mansour,Line3,42,Mohamed Naguib,Line2,2024,4,29,699,10435,17.7,14.21
50,Adly Mansour,Line3,63,Fair Zone,Line3,2024,4,29,632,7584,13.0,12.0
50,Adly Mansour,Line3,66,El Geish,Line3,2024,4,29,832,9984,16.0,12.0
50,Adly Mansour,Line3,77,Sadat,Transfer_Line1/Line2,2024,4,29,808,11246,17.2,14.1
55,El Nozha,Line3,6,El Maasara,Line1,2024,4,29,387,5052,16.4,13.45
55,El Nozha,Line3,12,Hadayek El Maadi,Line1,2024,4,29,911,12265,15.9,13.14
55,El Nozha,Line3,47,Mezallat,Line2,2024,4,29,644,7241,14.9,12.41
55,El Nozha,Line3,54,Hesham Barakat,Line3,2024,4,29,767,6136,1.0,8.0
55,El Nozha,Line3,58,Heliopolis Square,Line3,2024,4,29,932,7456,3.0,8.0
55,El Nozha,Line3,80,Nasser,Transfer_Line1/Line3,2024,4,29,588,7571,16.5,14.0
58,Heliopolis Square,Line3,3,Helwan University,Line1,2024,4,29,1010,14135,16.6,13.55
58,Heliopolis Square,Line3,11,El Maadi,Line1,2024,4,29,682,8454,14.0,12.52
58,Heliopolis Square,Line3,55,El Nozha,Line3,2024,4,29,829,6632,3.0,8.0
58,Heliopolis Square,Line3,57,Alf Maskan,Line3,2024,4,29,615,4920,1.0,8.0
62,Stadium,Line3,13,Dar El Salam,Line1,2024,4,29,891,11343,15.2,12.66
62,Stadium,Line3,16,El Malek El Saleh,Line1,2024,4,29,736,9360,15.4,13.17
62,Stadium,Line3,19,Orabi,Line1,2024,4,29,969,12748,14.6,12.59
62,Stadium,Line3,25,Saray El Qobba,Line1,2024,4,29,634,8818,16.8,13.59
62,Stadium,Line3,35,Omm El Masryeen,Line2,2024,4,29,541,6935,15.5,13.52
62,Stadium,Line3,55,El Nozha,Line3,2024,4,29,556,4448,7.0,8.0
62,Stadium,Line3,80,Nasser,Transfer_Line1/Line3,2024,4,29,1079,14604,17.0,13.45
64,Abbassia,Line3,11,El Maadi,Line1,2024,4,29,806,10498,16.0,13.17
64,Abbassia,Line3,20,Ghamra,Line1,2024,4,29,627,8569,15.9,13.14
64,Abbassia,Line3,24,Hammamat El Qobba,Line1,2024,4,29,1021,13496,15.1,12.97
64,Abbassia,Line3,26,Hadayek El Zaitoun,Line1,2024,4,29,762,9730,15.7,13.21
64,Abbassia,Line3,76,Rod El Farag Corridor,Line3,2024,4,29,475,5700,12.0,12.0
67,Bab El Shaaria,Line3,13,Dar El Salam,Line1,2024,4,29,911,12021,16.0,13.21
67,Bab El Shaaria,Line3,25,Saray El Qobba,Line1,2024,4,29,929,11819,15.7,12.9
67,Bab El Shaaria,Line3,30,Ezbet El Nakhl,Line1,2024,4,29,844,12305,17.3,13.93
67,Bab El Shaaria,Line3,36,Giza,Line2,2024,4,29,742,9827,15.8,13.45
67,Bab El Shaaria,Line3,55,El Nozha,Line3,2024,4,29,898,10776,12.0,12.0
67,Bab El Shaaria,Line3,69,Safaa Hegazy,Line3,2024,4,29,680,5440,2.0,8.0
67,Bab El Shaaria,Line3,74,El Qawmia,Line3,2024,4,29,738,5904,7.0,8.0
67,Bab El Shaaria,Line3,77,Sadat,Transfer_Line1/Line2,2024,4,29,668,9131,15.7,12.97
68,Maspero,Line3,3,Helwan University,Line1,2024,4,29,718,9699,15.4,13.21
68,Maspero,Line3,8,Kozzika,Line1,2024,4,29,855,10826,16.9,13.45
68,Maspero,Line3,15,Mar Girgis,Line1,2024,4,29,794,11966,18.4,14.38
68,Maspero,Line3,17,Sayeda Zeinab,Line1,2024,4,29,705,9103,16.3,13.14
68,Maspero,Line3,35,Omm El Masryeen,Line2,2024,4,29,783,10121,16.3,13.17
68,Maspero,Line3,59,Haroun,Line3,2024,4,29,802,6416,9.0,8.0
68,Maspero,Line3,72,Imbaba,Line3,2024,4,29,658,5264,4.0,8.0
68,Maspero,Line3,74,El Qawmia,Line3,2024,4,29,890,7120,6.0,8.0
70,Kit Kat,Line3,19,Orabi,Line1,2024,4,29,703,9233,15.8,13.38
70,Kit Kat,Line3,44,Road El Farag,Line2,2024,4,29,627,9076,17.4,14.28
70,Kit Kat,Line3,50,Adly Mansour,Line3,2024,4,29,688,10320,20.0,15.0
72,Imbaba,Line3,4,Wadi Hof,Line1,2024,4,29,638,8170,15.4,13.07
72,Imbaba,Line3,24,Hammamat El Qobba,Line1,2024,4,29,720,9492,15.8,13.07
72,Imbaba,Line3,35,Omm El Masryeen,Line2,2024,4,29,528,7025,16.5,13.62
72,Imbaba,Line3,39,El Bohoos,Line2,2024,4,29,773,10456,16.4,13.31
72,Imbaba,Line3,53,Qobaa,Line3,2024,4,29,938,14070,19.0,15.0
72,Imbaba,Line3,54,Hesham Barakat,Line3,2024,4,29,792,11880,18.0,15.0
72,Imbaba,Line3,70,Kit Kat,Line3,2024,4,29,806,6448,2.0,8.0
72,Imbaba,Line3,71,Sudan,Line3,2024,4,29,786,6288,1.0,8.0
72,Imbaba,Line3,73,El Bohy,Line3,2024,4,29,854,6832,1.0,8.0
77,Sadat,Transfer_Line1/Line2,1,Helwan,Line1,2024,4,29,789,10641,14.5,12.9
77,Sadat,Transfer_Line1/Line2,14,El Zahra,Line1,2024,4,29,705,8928,15.9,13.21
77,Sadat,Transfer_Line1/Line2,15,Mar Girgis,Line1,2024,4,29,911,12479,16.9,13.86
77,Sadat,Transfer_Line1/Line2,29,Ain Shams,Line1,2024,4,29,714,10628,17.3,13.59
77,Sadat,Transfer_Line1/Line2,38,Cairo University,Line2,2024,4,29,789,9901,15.4,12.66
77,Sadat,Transfer_Line1/Line2,39,El Bohoos,Line2,2024,4,29,809,10533,15.4,12.97
77,Sadat,Transfer_Line1/Line2,71,Sudan,Line3,2024,4,29,614,9066,16.4,14.21
77,Sadat,Transfer_Line1/Line2,75,Ring Road,Line3,2024,4,29,514,6541,15.9,13.41
78,Al Shohadaa,Transfer_Line1/Line2,4,Wadi Hof,Line1,2024,4,29,841,10554,15.4,12.9
78,Al Shohadaa,Transfer_Line1/Line2,30,Ezbet El Nakhl,Line1,2024,4,29,622,8715,15.8,13.38
78,Al Shohadaa,Transfer_Line1/Line2,34,Sakiat Mekky,Line2,2024,4,29,884,12108,16.7,13.52
78,Al Shohadaa,Transfer_Line1/Line2,70,Kit Kat,Line3,2024,4,29,889,12071,16.4,13.72
78,Al Shohadaa,Transfer_Line1/Line2,76,Rod El Farag Corridor,Line3,2024,4,29,793,10408,16.6,13.38
79,Attaba,Transfer_Line2/Line3,14,El Zahra,Line1,2024,4,29,671,8671,16.4,13.17
79,Attaba,Transfer_Line2/Line3,77,Sadat,Transfer_Line1/Line2,2024,4,29,382,5099,15.3,13.03
80,Nasser,Transfer_Line1/Line3,46,Khalafawy,Line2,2024,4,29,943,12438,15.8,13.07
80,Nasser,Transfer_Line1/Line3,53,Qobaa,Line3,2024,4,29,625,8822,17.8,14.38
80,Nasser,Transfer_Line1/Line3,57,Alf Maskan,Line3,2024,4,29,615,7758,16.7,13.21
80,Nasser,Transfer_Line1/Line3,59,Haroun,Line3,2024,4,29,954,13607,15.6,13.38
3,Helwan University,Line1,12,Hadayek El Maadi,Line1,2024,4,28,721,5768,9.0,8.0
3,Helwan University,Line1,17,Sayeda Zeinab,Line1,2024,4,28,756,9072,14.0,12.0
3,Helwan University,Line1,23,Kobri El Qobba,Line1,2024,4,28,828,12420,20.0,15.0
3,Helwan University,Line1,67,Bab El Shaaria,Line3,2024,4,28,746,9929,16.2,13.18
11,El Maadi,Line1,8,Kozzika,Line1,2024,4,28,706,5648,3.0,8.0
11,El Maadi,Line1,25,Saray El Qobba,Line1,2024,4,28,537,6444,14.0,12.0
11,El Maadi,Line1,29,Ain Shams,Line1,2024,4,28,509,7635,18.0,15.0
11,El Maadi,Line1,37,Faisal,Line2,2024,4,28,1303,16057,14.1,12.04
11,El Maadi,Line1,56,Nadi El Shams,Line3,2024,4,28,685,8374,16.4,13.46
11,El Maadi,Line1,67,Bab El Shaaria,Line3,2024,4,28,543,6993,16.0,12.71
16,El Malek El Saleh,Line1,6,El Maasara,Line1,2024,4,28,849,10188,10.0,12.0
16,El Malek El Saleh,Line1,22,Manshiet El Sadr,Line1,2024,4,28,932,7456,6.0,8.0
16,El Malek El Saleh,Line1,34,Sakiat Mekky,Line2,2024,4,28,1052,14855,16.8,13.64
16,El Malek El Saleh,Line1,51,El Haykestep,Line3,2024,4,28,682,9069,16.6,14.14
16,El Malek El Saleh,Line1,53,Qobaa,Line3,2024,4,28,603,7883,15.8,13.18
16,El Malek El Saleh,Line1,67,Bab El Shaaria,Line3,2024,4,28,857,11674,15.4,13.11
16,El Malek El Saleh,Line1,68,Maspero,Line3,2024,4,28,1038,13326,15.8,12.86
16,El Malek El Saleh,Line1,71,Sudan,Line3,2024,4,28,813,11345,17.2,14.21
17,Sayeda Zeinab,Line1,36,Giza,Line2,2024,4,28,671,9478,18.2,14.14
17,Sayeda Zeinab,Line1,47,Mezallat,Line2,2024,4,28,581,6845,13.4,12.18
17,Sayeda Zeinab,Line1,48,Koliet El Zeraa,Line2,2024,4,28,578,7358,15.5,13.0
17,Sayeda Zeinab,Line1,56,Nadi El Shams,Line3,2024,4,28,681,9312,15.4,12.82
17,Sayeda Zeinab,Line1,58,Heliopolis Square,Line3,2024,4,28,571,7014,14.8,12.57
17,Sayeda Zeinab,Line1,68,Maspero,Line3,2024,4,28,733,10171,15.9,13.71
18,Saad Zaghloul,Line1,37,Faisal,Line2,2024,4,28,459,6041,14.2,12.25
18,Saad Zaghloul,Line1,43,Masarra,Line2,2024,4,28,633,8304,16.3,13.18
18,Saad Zaghloul,Line1,74,El Qawmia,Line3,2024,4,28,545,6880,15.7,12.96
20,Ghamra,Line1,17,Sayeda Zeinab,Line1,2024,4,28,701,5608,3.0,8.0
20,Ghamra,Line1,26,Hadayek El Zaitoun,Line1,2024,4,28,557,4456,6.0,8.0
20,Ghamra,Line1,34,Sakiat Mekky,Line2,2024,4,28,643,8501,16.6,13.43
20,Ghamra,Line1,54,Hesham Barakat,Line3,2024,4,28,606,7788,15.5,12.96
20,Ghamra,Line1,56,Nadi El Shams,Line3,2024,4,28,647,8777,15.6,13.21
20,Ghamra,Line1,63,Fair Zone,Line3,2024,4,28,632,8671,15.7,13.61
20,Ghamra,Line1,66,El Geish,Line3,2024,4,28,600,8004,16.4,13.93
21,El Demerdash,Line1,23,Kobri El Qobba,Line1,2024,4,28,635,5080,2.0,8.0
21,El Demerdash,Line1,29,Ain Shams,Line1,2024,4,28,674,5392,8.0,8.0
21,El Demerdash,Line1,31,El Marg,Line1,2024,4,28,584,7008,10.0,12.0
21,El Demerdash,Line1,37,Faisal,Line2,2024,4,28,662,8993,15.6,13.0
21,El Demerdash,Line1,40,Dokki,Line2,2024,4,28,623,8401,15.6,13.07
21,El Demerdash,Line1,55,El Nozha,Line3,2024,4,28,947,12599,14.8,12.54
29,Ain Shams,Line1,38,Cairo University,Line2,2024,4,28,582,7448,15.9,12.82
29,Ain Shams,Line1,40,Dokki,Line2,2024,4,28,766,11520,16.3,13.75
29,Ain Shams,Line1,50,Adly Mansour,Line3,2024,4,28,639,8785,16.5,13.54
29,Ain Shams,Line1,53,Qobaa,Line3,2024,4,28,614,8525,14.6,12.46
29,Ain Shams,Line1,54,Hesham Barakat,Line3,2024,4,28,642,8502,17.3,14.14
33,El Mounib,Line2,13,Dar El Salam,Line1,2024,4,28,722,9949,17.1,13.54
33,El Mounib,Line2,15,Mar Girgis,Line1,2024,4,28,726,8377,13.9,12.25
33,El Mounib,Line2,50,Adly Mansour,Line3,2024,4,28,703,9551,16.2,13.46
33,El Mounib,Line2,59,Haroun,Line3,2024,4,28,610,8198,17.4,13.43
33,El Mounib,Line2,69,Safaa Hegazy,Line3,2024,4,28,847,10414,14.9,12.82
33,El Mounib,Line2,75,Ring Road,Line3,2024,4,28,778,9977,14.7,12.54
36,Giza,Line2,10,Sakanat El Maadi,Line1,2024,4,28,813,10790,15.6,13.04
36,Giza,Line2,27,Helmeyet El Zaitoun,Line1,2024,4,28,753,10563,15.8,13.5
36,Giza,Line2,28,El Matareyya,Line1,2024,4,28,600,8035,17.2,13.86
36,Giza,Line2,34,Sakiat Mekky,Line2,2024,4,28,513,4104,2.0,8.0
36,Giza,Line2,35,Omm El Masryeen,Line2,2024,4,28,850,6800,1.0,8.0
36,Giza,Line2,37,Faisal,Line2,2024,4,28,607,4856,1.0,8.0
36,Giza,Line2,38,Cairo University,Line2,2024,4,28,561,4488,2.0,8.0
37,Faisal,Line2,21,El Demerdash,Line1,2024,4,28,764,9660,16.0,12.93
37,Faisal,Line2,30,Ezbet El Nakhl,Line1,2024,4,28,790,11136,17.0,14.0
37,Faisal,Line2,31,El Marg,Line1,2024,4,28,796,10553,16.1,13.04
37,Faisal,Line2,43,Masarra,Line2,2024,4,28,759,6072,6.0,8.0
37,Faisal,Line2,45,St. Teresa,Line2,2024,4,28,626,5008,8.0,8.0
37,Faisal,Line2,58,Heliopolis Square,Line3,2024,4,28,842,10791,16.5,13.39
38,Cairo University,Line2,10,Sakanat El Maadi,Line1,2024,4,28,531,6813,14.3,12.61
38,Cairo University,Line2,28,El Matareyya,Line1,2024,4,28,566,7764,16.4,13.29
38,Cairo University,Line2,35,Omm El Masryeen,Line2,2024,4,28,544,4352,3.0,8.0
38,Cairo University,Line2,37,Faisal,Line2,2024,4,28,856,6848,1.0,8.0
40,Dokki,Line2,6,El Maasara,Line1,2024,4,28,739,9771,16.4,13.64
40,Dokki,Line2,34,Sakiat Mekky,Line2,2024,4,28,805,6440,6.0,8.0
40,Dokki,Line2,57,Alf Maskan,Line3,2024,4,28,603,8434,16.1,13.61
40,Dokki,Line2,65,Abdou Pasha,Line3,2024,4,28,799,9273,15.9,13.36
41,Opera,Line2,2,Ain Helwan,Line1,2024,4,28,794,11337,16.4,13.82
41,Opera,Line2,17,Sayeda Zeinab,Line1,2024,4,28,656,9086,15.9,13.46
41,Opera,Line2,38,Cairo University,Line2,2024,4,28,472,3776,3.0,8.0
41,Opera,Line2,49,Shubra El Kheima,Line2,2024,4,28,715,5720,8.0,8.0
41,Opera,Line2,55,El Nozha,Line3,2024,4,28,681,8741,15.1,12.71
41,Opera,Line2,73,El Bohy,Line3,2024,4,28,812,11612,17.7,14.11
44,Road El Farag,Line2,55,El Nozha,Line3,2024,4,28,620,8519,15.4,12.96
44,Road El Farag,Line2,56,Nadi El Shams,Line3,2024,4,28,978,12419,16.6,13.64
44,Road El Farag,Line2,68,Maspero,Line3,2024,4,28,1127,14161,14.8,12.68
44,Road El Farag,Line2,78,Al Shohadaa,Transfer_Line1/Line2,2024,4,28,788,10537,15.1,12.57
49,Shubra El Kheima,Line2,5,Hadayek Helwan,Line1,2024,4,28,905,12458,16.5,13.61
50,Adly Mansour,Line3,20,Ghamra,Line1,2024,4,28,842,12153,17.1,13.93
50,Adly Mansour,Line3,31,El Marg,Line1,2024,4,28,555,6823,15.4,12.64
50,Adly Mansour,Line3,62,Stadium,Line3,2024,4,28,508,6096,12.0,12.0
50,Adly Mansour,Line3,64,Abbassia,Line3,2024,4,28,775,9300,14.0,12.0
55,El Nozha,Line3,37,Faisal,Line2,2024,4,28,891,10656,16.2,12.79
55,El Nozha,Line3,62,Stadium,Line3,2024,4,28,770,6160,7.0,8.0
55,El Nozha,Line3,72,Imbaba,Line3,2024,4,28,900,13500,17.0,15.0
55,El Nozha,Line3,76,Rod El Farag Corridor,Line3,2024,4,28,569,8535,21.0,15.0
62,Stadium,Line3,11,El Maadi,Line1,2024,4,28,534,6711,15.5,12.93
62,Stadium,Line3,26,Hadayek El Zaitoun,Line1,2024,4,28,832,10143,15.1,12.64
62,Stadium,Line3,68,Maspero,Line3,2024,4,28,641,5128,6.0,8.0
62,Stadium,Line3,74,El Qawmia,Line3,2024,4,28,690,8280,12.0,12.0
64,Abbassia,Line3,35,Omm El Masryeen,Line2,2024,4,28,581,7778,16.5,13.36
64,Abbassia,Line3,61,Koleyet El Banat,Line3,2024,4,28,584,4672,3.0,8.0
64,Abbassia,Line3,68,Maspero,Line3,2024,4,28,847,6776,4.0,8.0
64,Abbassia,Line3,69,Safaa Hegazy,Line3,2024,4,28,882,7056,5.0,8.0
67,Bab El Shaaria,Line3,5,Hadayek Helwan,Line1,2024,4,28,886,11758,16.0,13.18
67,Bab El Shaaria,Line3,19,Orabi,Line1,2024,4,28,758,9554,16.4,13.61
67,Bab El Shaaria,Line3,39,El Bohoos,Line2,2024,4,28,480,6284,15.2,12.79
67,Bab El Shaaria,Line3,47,Mezallat,Line2,2024,4,28,816,10480,15.5,13.21
67,Bab El Shaaria,Line3,70,Kit Kat,Line3,2024,4,28,596,4768,3.0,8.0
67,Bab El Shaaria,Line3,75,Ring Road,Line3,2024,4,28,544,4352,8.0,8.0
67,Bab El Shaaria,Line3,79,Attaba,Transfer_Line2/Line3,2024,4,28,568,7786,16.2,13.54
68,Maspero,Line3,29,Ain Shams,Line1,2024,4,28,491,7178,16.6,13.75
68,Maspero,Line3,42,Mohamed Naguib,Line2,2024,4,28,595,7483,16.4,13.82
68,Maspero,Line3,56,Nadi El Shams,Line3,2024,4,28,680,8160,12.0,12.0
70,Kit Kat,Line3,4,Wadi Hof,Line1,2024,4,28,815,10189,14.4,12.57
70,Kit Kat,Line3,15,Mar Girgis,Line1,2024,4,28,523,6847,15.5,13.21
70,Kit Kat,Line3,18,Saad Zaghloul,Line1,2024,4,28,760,10005,16.1,13.18
70,Kit Kat,Line3,30,Ezbet El Nakhl,Line1,2024,4,28,736,9925,16.9,14.07
70,Kit Kat,Line3,35,Omm El Masryeen,Line2,2024,4,28,824,10386,16.7,13.07
70,Kit Kat,Line3,48,Koliet El Zeraa,Line2,2024,4,28,797,11096,17.0,13.61
70,Kit Kat,Line3,55,El Nozha,Line3,2024,4,28,625,7500,15.0,12.0
70,Kit Kat,Line3,56,Nadi El Shams,Line3,2024,4,28,511,6132,14.0,12.0
70,Kit Kat,Line3,57,Alf Maskan,Line3,2024,4,28,710,8520,13.0,12.0
70,Kit Kat,Line3,66,El Geish,Line3,2024,4,28,945,7560,4.0,8.0
70,Kit Kat,Line3,78,Al Shohadaa,Transfer_Line1/Line2,2024,4,28,602,7852,16.2,12.89
72,Imbaba,Line3,42,Mohamed Naguib,Line2,2024,4,28,834,11032,16.2,13.39
72,Imbaba,Line3,48,Koliet El Zeraa,Line2,2024,4,28,455,5833,15.6,13.11
72,Imbaba,Line3,50,Adly Mansour,Line3,2024,4,28,972,14580,22.0,15.0
72,Imbaba,Line3,78,Al Shohadaa,Transfer_Line1/Line2,2024,4,28,685,9186,14.9,13.0
77,Sadat,Transfer_Line1/Line2,13,Dar El Salam,Line1,2024,4,28,610,7694,14.9,12.29
77,Sadat,Transfer_Line1/Line2,76,Rod El Farag Corridor,Line3,2024,4,28,864,12386,16.7,13.43
78,Al Shohadaa,Transfer_Line1/Line2,9,Tura El Balad,Line1,2024,4,28,485,6316,15.5,12.82
78,Al Shohadaa,Transfer_Line1/Line2,12,Hadayek El Maadi,Line1,2024,4,28,774,10040,16.4,13.57
78,Al Shohadaa,Transfer_Line1/Line2,36,Giza,Line2,2024,4,28,767,10021,17.3,13.79
78,Al Shohadaa,Transfer_Line1/Line2,55,El Nozha,Line3,2024,4,28,678,8896,16.2,13.36
78,Al Shohadaa,Transfer_Line1/Line2,60,Al Ahram,Line3,2024,4,28,578,7241,14.5,12.54
78,Al Shohadaa,Transfer_Line1/Line2,63,Fair Zone,Line3,2024,4,28,654,7893,15.6,13.04
78,Al Shohadaa,Transfer_Line1/Line2,75,Ring Road,Line3,2024,4,28,954,12695,15.9,13.29
78,Al Shohadaa,Transfer_Line1/Line2,77,Sadat,Transfer_Line1/Line2,2024,4,28,518,4144,0.0,8.0
79,Attaba,Transfer_Line2/Line3,23,Kobri El Qobba,Line1,2024,4,28,543,7100,15.8,13.18
79,Attaba,Transfer_Line2/Line3,25,Saray El Qobba,Line1,2024,4,28,731,10215,16.4,13.54
79,Attaba,Transfer_Line2/Line3,36,Giza,Line2,2024,4,28,594,7680,15.8,13.39
79,Attaba,Transfer_Line2/Line3,51,El Haykestep,Line3,2024,4,28,572,7628,16.0,13.21
79,Attaba,Transfer_Line2/Line3,56,Nadi El Shams,Line3,2024,4,28,862,10806,15.9,12.89
79,Attaba,Transfer_Line2/Line3,75,Ring Road,Line3,2024,4,28,708,9239,16.9,13.93
80,Nasser,Transfer_Line1/Line3,11,El Maadi,Line1,2024,4,28,865,11393,15.2,13.04
80,Nasser,Transfer_Line1/Line3,51,El Haykestep,Line3,2024,4,28,521,7212,17.4,14.07
80,Nasser,Transfer_Line1/Line3,74,El Qawmia,Line3,2024,4,28,737,10168,16.0,13.36
80,Nasser,Transfer_Line1/Line3,77,Sadat,Transfer_Line1/Line2,2024,4,28,1005,12936,15.6,13.14
3,Helwan University,Line1,43,Masarra,Line2,2024,4,27,719,10903,16.8,13.56
3,Helwan University,Line1,44,Road El Farag,Line2,2024,4,27,823,10836,15.4,12.93
3,Helwan University,Line1,46,Khalafawy,Line2,2024,4,27,718,9303,16.2,13.04
3,Helwan University,Line1,65,Abdou Pasha,Line3,2024,4,27,531,7969,17.3,14.22
3,Helwan University,Line1,69,Safaa Hegazy,Line3,2024,4,27,779,9817,16.7,13.56
11,El Maadi,Line1,42,Mohamed Naguib,Line2,2024,4,27,563,7417,15.0,13.41
11,El Maadi,Line1,61,Koleyet El Banat,Line3,2024,4,27,657,8863,15.9,13.22
11,El Maadi,Line1,65,Abdou Pasha,Line3,2024,4,27,730,9872,16.1,13.11
11,El Maadi,Line1,79,Attaba,Transfer_Line2/Line3,2024,4,27,624,8395,16.6,13.59
16,El Malek El Saleh,Line1,21,El Demerdash,Line1,2024,4,27,432,3456,5.0,8.0
16,El Malek El Saleh,Line1,36,Giza,Line2,2024,4,27,751,9875,15.9,13.04
16,El Malek El Saleh,Line1,48,Koliet El Zeraa,Line2,2024,4,27,576,8474,17.0,13.74
16,El Malek El Saleh,Line1,63,Fair Zone,Line3,2024,4,27,601,7661,15.3,12.74
16,El Malek El Saleh,Line1,66,El Geish,Line3,2024,4,27,572,7125,14.5,12.22
16,El Malek El Saleh,Line1,75,Ring Road,Line3,2024,4,27,731,10403,15.6,13.04
16,El Malek El Saleh,Line1,77,Sadat,Transfer_Line1/Line2,2024,4,27,667,9666,17.0,13.85
16,El Malek El Saleh,Line1,78,Al Shohadaa,Transfer_Line1/Line2,2024,4,27,883,11500,15.1,12.59
17,Sayeda Zeinab,Line1,19,Orabi,Line1,2024,4,27,848,6784,2.0,8.0
17,Sayeda Zeinab,Line1,45,St. Teresa,Line2,2024,4,27,934,12081,14.2,12.52
17,Sayeda Zeinab,Line1,77,Sadat,Transfer_Line1/Line2,2024,4,27,946,13502,17.3,13.59
18,Saad Zaghloul,Line1,7,Tura El Asmant,Line1,2024,4,27,713,8556,11.0,12.0
18,Saad Zaghloul,Line1,31,El Marg,Line1,2024,4,27,756,9072,13.0,12.0
18,Saad Zaghloul,Line1,36,Giza,Line2,2024,4,27,642,8547,16.3,13.3
18,Saad Zaghloul,Line1,50,Adly Mansour,Line3,2024,4,27,891,13005,17.1,14.11
18,Saad Zaghloul,Line1,55,El Nozha,Line3,2024,4,27,908,11156,15.7,12.7
